Código,Descripción,Categoría,Marca,Cantidad (unidades),Unidades/Bulto,Cantidad (bultos),Costo Unitario (USD),Precio Unitario (USD),Valor Total Costo (USD),Valor Total Venta (USD)
000895,BEBIDA EN POLVO DE LIMON NESTEA 240 GR,BEBIDAS,nan,96.00,12,8.00,2.0900,2.6800,200.64,257.28
001219,PASTA DE TOMATE HEINZ 200 GR,VIVERES,nan,144.00,24,6.00,1.3906,2.1500,200.25,309.60
001108,JAMON ENDIABLADO PLUMROSE 60 GR,CHARCUTERIA,nan,180.00,36,5.00,1.1079,1.4812,199.42,266.61
004708,ENJUAGUE BUCAL PLAX ICE COLGATE 250 ML,SIN CATEGORIA,None,84.00,12,7.00,2.3705,4.1340,199.12,347.26
004712,DESODORANTE BARRA DERMO LADY SPEED STICK  45 GR,CUIDADO PERSONAL,nan,84.00,12,7.00,2.3609,5.4908,198.31,461.23
003673,CARAMELO SANDIA CHAO 100 UND,SIN CATEGORIA,None,168.00,24,7.00,1.1777,2.8936,197.85,486.13
003653,FRUTICAS SURTIDAS COLOMBINA 100 UND,SIN CATEGORIA,None,96.00,16,6.00,2.0600,2.7400,197.76,263.04
004882,COMPOTA PERA DURAZNO S/A OSOLE 100 GR,SIN CATEGORIA,OSOLE,288.00,24,12.00,0.6866,0.6297,197.73,181.36
003696,SALSA PARA PASTA BOLOGNESA OLE 340 GR,VIVERES,nan,144.00,24,6.00,1.3689,1.7200,197.13,247.68
000486,CHAMPIÑONES EN RODAJAS AL NATURAL KALDINI 400 GR,VIVERES,nan,144.00,24,6.00,1.3667,2.1203,196.80,305.33
002254,GRANOLA INTEGRAL ALIMENTOS NATURAL PLUS 250 GR,SALUDABLE,None,168.00,24,7.00,1.1714,2.7100,196.80,455.28
003802,NECTAR DE GUAYABA Y PIÑA DEL MONTE 200 ML,BEBIDAS,nan,378.00,27,14.00,0.5200,0.6400,196.56,241.92
004181,PAÑAL CONFORT SEC TALLA M PAMPERS 24 UND,SIN CATEGORIA,None,47.00,12,3.92,4.1200,4.7400,193.64,222.78
002705,NECTAR DE NARANJA SIN AZUCAR VIVO 1 LT,BEBIDAS,nan,156.00,12,13.00,1.2388,2.0274,193.25,316.28
004728,JABON TRIPACK LIMPIEZA PROFUNDA PROTEX 330 GR,CUIDADO PERSONAL,nan,192.00,24,8.00,1.0000,4.4397,192.00,852.42
004739,BEBIDA EN LATA SPEED MAX  310 ML,BEBIDAS,nan,192.00,24,8.00,1.0000,0.7534,192.00,144.66
003698,FIDEO EXPRESS GALLINA RENATA 85 GR,SIN CATEGORIA,None,250.00,50,5.00,0.7655,0.6900,191.37,172.50
004893,CHUPETA SURTIDA BON BON BUM 456 GR,CONFITERIA,nan,135.00,15,9.00,1.4140,3.6222,190.89,489.00
003522,SALSA TARTARA FRITZ 240 GR,SIN CATEGORIA,None,144.00,12,12.00,1.3187,2.5512,189.90,367.37
001489,SALSA PARA PASTA COMPLETA IBERIA 190 GR,VIVERES,nan,168.00,24,7.00,1.1250,1.9100,189.00,320.88
003693,PULPA DE TOMATE OLE 340 GR,VIVERES,nan,168.00,24,7.00,1.1179,1.5093,187.81,253.57
003629,QUESO PECORINO QUESOS DE MI TIERRA 95 GR,CHARCUTERIA,nan,120.00,1,120.00,1.5580,2.2900,186.96,274.80
005109,REFRESCO TORONJA FANTA 1 LT,BEBIDAS,nan,222.00,6,37.00,0.8400,0.7500,186.48,166.50
001923,AROS DE MAIZ RINGOS MUNCHY 62 GR,SIN CATEGORIA,None,220.00,20,11.00,0.8432,0.9902,185.51,217.85
004046,CHAMPU PARA NIÑOS MANZANILLA BRILLANTE EVERY NIGHT 350 ML,INFANTIL,nan,84.00,12,7.00,2.2000,3.8608,184.80,324.30
002564,CHOCO GALLETAS BIANCHI 40 GR,GALLETAS,nan,504.00,24,21.00,0.3646,0.7495,183.76,377.76
003523,SALSA DE AJI DULCE FRITZ 250 GR,SIN CATEGORIA,None,120.00,12,10.00,1.5300,1.8800,183.60,225.60
005342,REFRESCO MANZANITA GLUP 400 ML,SIN CATEGORIA,None,255.00,15,17.00,0.7183,0.3194,183.16,81.44
001780,MALTA MALTIN POLAR NR 250 ML,SIN CATEGORIA,None,300.00,12,25.00,0.6078,0.6100,182.34,183.00
004958,LAVAPLATOS LIQUIDO LIMON AXION 750 ML,LIMPIEZA,nan,48.00,12,4.00,3.7930,6.6394,182.06,318.69
001818,NECTAR DE PERA SIN AZUCAR TBA NATULAC 1 LT,BEBIDAS,nan,132.00,12,11.00,1.3748,2.4215,181.47,319.63
000174,JOJOTO BANDEJA,FRUVER,nan,184.00,1,184.00,0.9852,1.2100,181.28,222.64
004072,AMBIENTADOR MANZANA Y CANELA GLADE 360 ML,HOGAR,nan,72.00,12,6.00,2.5158,4.5200,181.14,325.44
004803,WHISKY MASTER BUCHANANS 750 ML,BODEGON,nan,6.00,12,0.50,30.1700,57.3200,181.02,343.92
003984,PERRARINA CACHORRO CON POLLO PURINA DOG CHOW 100 GR,MASCOTAS,nan,165.00,15,11.00,1.0950,1.4304,180.68,236.02
003856,GALLETAS CON CHOCOLATE WHITE KITKAT 41.5 GR,GALLETAS,nan,192.00,96,2.00,0.9400,1.2000,180.48,230.40
001878,AGUA MINERAL CRISTAL 4.8 LT,SIN CATEGORIA,None,82.00,2,41.00,2.2000,2.7200,180.40,223.04
003557,GUISANTE NATURAL ARIAS 220 GR,VIVERES,nan,168.00,12,14.00,1.0700,1.3200,179.76,221.76
001224,SALSA PARA PASTA BOLOGNESA HEINZ 195 GR,VIVERES,nan,168.00,24,7.00,1.0680,1.4400,179.42,241.92
003821,CHOCOLATE CON LECHE 75 ANIVERSARIO SAVOY 25 GR,CONFITERIA,nan,256.00,16,16.00,0.6985,0.7600,178.82,194.56
002124,AGUA MINERAL VIDACTIVA 600 ML,BEBIDAS,nan,240.00,24,10.00,0.7439,0.3284,178.53,78.83
001483,TE FRIO LIMON EL TUNAL 1 LT,BEBIDAS,nan,156.00,12,13.00,1.1437,1.8521,178.41,288.93
002708,NECTAR DE MANZANA SIN AZUCAR VIVO 1 LT,BEBIDAS,nan,108.00,12,9.00,1.6500,2.0300,178.20,219.24
005137,GALLETAS DELICIAS DE GUAYABA OREO 96 GR,GALLETAS,nan,224.00,56,4.00,0.7900,1.0500,176.96,235.20
001819,NECTAR DE MANZANA SIN AZUCAR NATULAC 1 LT,BEBIDAS,nan,120.00,12,10.00,1.4719,2.4212,176.63,290.55
003631,QUESO PECORINO CON PIMIENTA QUESOS DE MI TIERRA 95 GR,CHARCUTERIA,nan,130.00,1,130.00,1.3566,2.2900,176.36,297.70
004858,CHUPETA DE MANZANA VERDE MAXXI POP MANIA 672 GR,CONFITERIA,nan,96.00,12,8.00,1.8282,3.0286,175.51,290.74
003900,COLADO DE MANZANA SIN AZUCAR NATULAC 113 GR,INFANTIL,nan,216.00,24,9.00,0.8100,1.0000,174.96,216.00
001031,CEREAL CHOCOLATE FLIPS LONCH 6 UND 28 GR,VIVERES,nan,96.00,24,4.00,1.8043,3.0190,173.22,289.82
004830,REFRESCO PIÑA GOLDEN 2 LT,SIN CATEGORIA,None,204.00,6,34.00,0.8488,0.8400,173.16,171.36
003633,QUESO PECORINO AHUMADO QUESOS DE MI TIERRA 95 GR,CHARCUTERIA,nan,120.00,1,120.00,1.4388,2.2900,172.65,274.80
005296,DETERGENTE EN POLVO BEBE PREMIO 800 GR,SIN CATEGORIA,None,150.00,25,6.00,1.1493,1.8010,172.40,270.15
004717,CEPILLO DENTAL 360 MEDIO COLGATE,CUIDADO PERSONAL,nan,60.00,12,5.00,2.8500,3.7900,171.00,227.40
002407,MAQUINA DE AFEITAR VENUS CARE 2 HOJILLAS GILLETE,CUIDADO PERSONAL,nan,72.00,24,3.00,2.3741,4.5093,170.94,324.67
002084,MERMELADA DE FRUTOS ROJOS OSOLE 200 GR,VIVERES,nan,124.00,24,5.17,1.3718,2.1991,170.10,272.69
001911,DESINFECTANTE NARANJA MISTOLIN 828 ML,LIMPIEZA,nan,144.00,12,12.00,1.1718,1.6700,168.74,240.48
004132,DESODORANTE COOL WAVE GILLETTE 150 ML,CUIDADO PERSONAL,nan,48.00,12,4.00,3.5136,5.6500,168.65,271.20
004070,INSECTICIDA RASTREROS RAID GOLD 235 ML,HOGAR,nan,48.00,12,4.00,3.5006,5.6300,168.03,270.24
004186,MAQUINA DE AFEITAR SUAVE VENUS GILLETTE 2 UND,CUIDADO PERSONAL,nan,60.00,12,5.00,2.8000,3.2200,168.00,193.20
001517,PIMIENTA NEGRA IBERIA 20 GR,SIN CATEGORIA,None,168.00,24,7.00,1.0000,1.3879,168.00,233.17
004217,JENGIBRE MOLIDO KALDINI 67 GR,VIVERES,nan,96.00,24,4.00,1.7500,2.3300,168.00,223.68
004821,"PLATOS DESECHABLES 6"" CONTINENTALPLAST 10 UND",HOGAR,nan,400.00,50,8.00,0.4200,0.5700,168.00,228.00
001218,VINAGRE HEINZ 1 LT,VIVERES,nan,132.00,12,11.00,1.2718,1.8700,167.88,246.84
004467,PANQUE MARMOLEADO CRUSTISSIMO 50 GR,PANADERIA,nan,228.00,1,228.00,0.7347,0.7600,167.51,173.28
002945,GARBANZOS AL NATURAL KALDINI 400 GR,VIVERES,nan,144.00,24,6.00,1.1600,1.4300,167.04,205.92
005215,YUCA CHIPS CON CREMA CEBOLLA ISELITAS 70 GR,SIN CATEGORIA,None,160.00,20,8.00,1.0392,1.4113,166.28,225.81
005275,ADEREZO DE MOSTAZA FRITZ 160 GR,SIN CATEGORIA,FRITZ,216.00,24,9.00,0.7683,0.8101,165.94,174.98
004795,AFEITADORA MACH3 CARBONO GILLETE 37 GR,CUIDADO PERSONAL,nan,30.00,30,1.00,5.5300,6.3600,165.90,190.80
004823,VASOS PLASTICOS DIAMANTE NRO 147 50 UND,HOGAR,nan,120.00,20,6.00,1.3824,2.1900,165.88,262.80
000929,CHOCOLATE RIKITI SAVOY 130 GR,CONFITERIA,nan,80.00,5,16.00,2.0708,3.3197,165.67,265.57
004908,MALVAVISCOS BOMBONES ROSA/BLANCO MARSHMALLOWS 225 GR,CONFITERIA,nan,120.00,30,4.00,1.3800,1.9800,165.60,237.60
002666,PAPAS PUNCH CON SAL MUNCHY 150 GR,CONFITERIA,nan,80.00,20,4.00,2.0600,2.5300,164.80,202.40
004182,PAÑAL PARA BEBES CONFORT SEC TALLA XXG PAMPERS 16 UND,INFANTIL,nan,40.00,8,5.00,4.1200,4.7400,164.80,189.60
003936,ALCOHOL ANTISEPTICO SANTA TERESA 70% 700 ML,CUIDADO PERSONAL,nan,84.00,12,7.00,1.9522,3.3300,163.98,279.72
001852,NECTAR DE DURAZNO SIN AZUCAR  TPA NATULAC 250 ML,BEBIDAS,nan,192.00,24,8.00,0.8520,0.9712,163.59,186.47
004564,SHAMPOO LIMPIEZA RENOVADORA HEAD & SHOULDERS 375 ML,CUIDADO PERSONAL,nan,72.00,12,6.00,2.2700,8.4486,163.44,608.30
004163,"CARAMELOS DE FRESA FREEGELLS 27,9 GR",CONFITERIA,nan,432.00,432,1.00,0.3782,0.2100,163.37,90.72
005213,YUCA CHIPS CON SAL ISELITAS 70 GR,SIN CATEGORIA,None,160.00,20,8.00,1.0181,1.4127,162.89,226.03
002701,NECTAR DE PIÑA TRIPACK S/A VIVO 190 ML,SIN CATEGORIA,None,128.00,8,16.00,1.2700,1.8890,162.56,241.79
002537,CARAMELO DE MORA AZUL CHAO 100 UND,CONFITERIA,nan,120.00,24,5.00,1.3500,2.8722,162.00,344.67
005364,LECHE DESCREMADA NATULAC 1 LT,SIN CATEGORIA,None,120.00,1,120.00,1.3472,2.7200,161.67,326.40
003469,SALSA CONDIMENTADA IBERIA 150 ML,VIVERES,nan,120.00,24,5.00,1.3426,1.6900,161.11,202.80
002480,CARAMELO DE CAFE GURME 50 UND,CONFITERIA,nan,144.00,36,4.00,1.1181,2.4364,161.00,350.84
004944,"PLATOS DESECHABLES 8"" CONTINENTALPLAST 10 UND",HOGAR,nan,300.00,50,6.00,0.5360,0.8800,160.80,264.00
004474,PANQUE DE VAINILLA CRUSTISSIMO 50 GR,PANADERIA,nan,228.00,1,228.00,0.7008,0.7200,159.78,164.16
005194,SHAMPOO PROTECCION CAIDA CON CAFEINA HEAD & SHOULDERS 180 ML,SIN CATEGORIA,None,36.00,12,3.00,4.4300,5.0900,159.48,183.24
002049,MANI SALADO HITS 160 GR,CONFITERIA,nan,132.00,12,11.00,1.2031,1.7700,158.81,233.64
000373,GREEN TEA ARIZONA 340 ML,BEBIDAS,nan,120.00,30,4.00,1.3200,1.7200,158.40,206.40
001226,SALSA PARA PASTA COMPLETA CON QUESO HEINZ 195 GR,VIVERES,nan,144.00,24,6.00,1.0971,1.4400,157.99,207.36
000114,YOGURT GRIEGO CON MIEL GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,94.00,1,94.00,1.6767,3.3800,157.61,317.72
000864,NECTAR DE PERA LIGHT SANTAL 1.5 LT,BEBIDAS,nan,66.00,6,11.00,2.3740,4.0507,156.68,267.34
002479,GOMITAS AROS TRULULU 50 UND,SIN CATEGORIA,None,144.00,36,4.00,1.0858,2.8085,156.36,404.43
003527,COLADO DE PERA SIN AZUCAR NATULAC 113 GR,INFANTIL,nan,192.00,24,8.00,0.8100,1.0000,155.52,192.00
001597,SANGRIA BLANCA LA QUE MANDA 1.75 LT,BODEGON,nan,42.00,6,7.00,3.6800,4.1600,154.56,174.72
000845,JUGO DE MANZANA LIGHT SANTAL 1.5 LT,BEBIDAS,nan,60.00,6,10.00,2.5744,4.0505,154.46,243.03
004538,AGUA MINERAL VIDACTIVA 5 LT,BEBIDAS,nan,120.00,4,30.00,1.2826,1.9398,153.91,232.78
004957,REFRESCO UVA GOLDEN 2 LT,SIN CATEGORIA,None,174.00,6,29.00,0.8843,0.8400,153.88,146.16
004151,PAÑAL PARA ADULTOS CLASSIC TALLA L SECUREZZA 6 UND,CUIDADO PERSONAL,nan,24.00,6,4.00,6.3700,8.4700,152.88,203.28
000939,CHOCOLATE OSCURO PARA POSTRES 40% SAVOY 200 GR,CONFITERIA,nan,64.00,64,1.00,2.3860,4.7686,152.70,305.19
005001,PAN DE HAMBURGUESA CRUSTISSIMO 150 GR,SIN CATEGORIA,None,243.00,1,243.00,0.6283,0.5000,152.67,121.50
002823,MEZCLA PARA TORTA DE LIMON RENATA 400 GR,REPOSTERIA,nan,120.00,12,10.00,1.2667,1.9300,152.00,231.60
001772,VINO TINTO LA SAGRADA FAMILIA 700 ML,SIN CATEGORIA,None,60.00,12,5.00,2.5326,4.6991,151.96,281.95
004468,PANQUE DE CHOCOLATE CRUSTISSIMO 50 GR,PANADERIA,nan,192.00,1,192.00,0.7900,0.7800,151.68,149.76
004073,REPELENTE AEROSOL OFF FAMILY 217 ML,SIN CATEGORIA,None,60.00,12,5.00,2.5280,6.4100,151.68,384.60
001718,CHOCOLATE DE LECHE CON SPLENDA ST MORITZ 100 GR,CONFITERIA,nan,72.00,72,1.00,2.1000,2.7900,151.20,200.88
004323,PAN DE PERRO FIESTA HOLSUM 420 GR,PANADERIA,None,111.00,1,111.00,1.3600,1.7400,150.96,193.14
004500,MALTA EN LATA MORENA 250 ML,BEBIDAS,nan,288.00,24,12.00,0.5200,0.6000,149.76,172.80
004715,DESODORANTE ROLL-ON PRO5 LADY SPEED STICK 50 ML,CUIDADO PERSONAL,nan,84.00,12,7.00,1.7706,3.0696,148.73,257.85
005018,BEBIDA DE NARANJA MAI 500 ML,BEBIDAS,nan,191.00,12,15.92,0.7764,0.7000,148.29,133.70
005209,PLATANO CHIPS CON LIMON ISELITAS 300 GR,SIN CATEGORIA,None,70.00,10,7.00,2.1094,4.4722,147.66,313.05
003690,PERRARINA ADULTO CON CARNE XLIFE DOG CHOW 100 GR,MASCOTAS,nan,135.00,15,9.00,1.0914,1.4304,147.34,193.11
001552,PAÑAL DE BEBE TALLA XG CHICCO 20 UND,SIN CATEGORIA,None,32.00,8,4.00,4.5875,6.7795,146.80,216.94
000876,BEBIDA EN POLVO DE PARCHITA NESTEA 450 GR,BEBIDAS,nan,48.00,8,6.00,3.0500,4.9500,146.40,237.60
001989,RON CINCO ESTRELLAS 1 LT,SIN CATEGORIA,None,48.00,12,4.00,3.0500,3.8300,146.40,183.84
000370,MELOCOTONES EN ALMIBAR KALDINI 425 GR,VIVERES,nan,120.00,24,5.00,1.2190,2.1295,146.28,255.54
002824,MEZCLA PARA TORTA DE ABACAXI RENATA 400 GR,REPOSTERIA,nan,120.00,12,10.00,1.2143,1.9300,145.71,231.60
004950,VODKA SMIRNOFF 700 ML,BODEGON,nan,12.00,6,2.00,12.1400,13.9600,145.68,167.52
001817,NECTAR DE DURAZNO SIN AZUCAR TBA NATULAC 1 LT,BEBIDAS,nan,108.00,12,9.00,1.3482,2.4215,145.61,261.53
003982,PERRARINA ADULTO CON CORDERO XLIFE DOG CHOW 100 GR,MASCOTAS,nan,135.00,15,9.00,1.0780,1.4305,145.54,193.12
003563,BASE PARA COCINAR CARAOTAS NEGRAS OSOLE 300 GR,VIVERES,nan,120.00,24,5.00,1.2123,1.8102,145.47,217.22
001907,DESINFECTANTE AIRES NAVIDEÑOS PINO Y ESPECIES MISTOLIN 828 ML,LIMPIEZA,nan,144.00,12,12.00,1.0000,1.8103,144.00,260.68
001351,VAINILLA MC CORMICK 150 ML,REPOSTERIA,nan,144.00,24,6.00,1.0000,3.1034,144.00,446.89
004202,SALSA PARA PIZZA OLE 200 GR,VIVERES,nan,155.00,24,6.46,0.9263,0.9217,143.58,142.86
000854,JUGO NARANJA FRICA PARMALAT 1.5 LT,SIN CATEGORIA,None,72.00,6,12.00,1.9898,5.3524,143.26,385.37
004387,TORTILLAS WRAPS BIMBO 580 GR,PANADERIA,nan,143.00,1,143.00,1.0000,3.5700,143.00,510.51
004899,LAVAPLATOS LIQUIDO LIMON AXION 400 ML,LIMPIEZA,nan,120.00,12,10.00,1.1857,3.9309,142.29,471.71
002652,BEBIDA DE ARROZ CON AVELLANAS GREENSTAR 1 LT,BEBIDAS,nan,60.00,12,5.00,2.3636,4.3101,141.82,258.61
004693,PASTILLA LIMPIADORA BRISAS DEL MAR PATO 2 UND 12 GR,LIMPIEZA,nan,75.00,12,6.25,1.8900,2.5100,141.75,188.25
001932,BOLI KRUNCH XXL MUNCHY 180 GR,SIN CATEGORIA,None,120.00,10,12.00,1.1666,1.7317,139.99,207.80
001128,GALLETAS DE VAINILLA ELITE  PUIG 100 GR,GALLETAS,nan,264.00,24,11.00,0.5300,0.6800,139.92,179.52
003964,LECHE EVAPORADA CARNATION NESTLE 395 GR,CESTA BASICA,nan,96.00,48,2.00,1.4533,2.5100,139.52,240.96
004220,HOJAS DE ROMERO KALDINI 70 GR,VIVERES,nan,96.00,24,4.00,1.4500,1.9300,139.20,185.28
001225,SALSA PARA PASTA BOLOGNESA VID HEINZ 495 GR,VIVERES,nan,84.00,12,7.00,1.6545,3.0000,138.98,252.00
004631,TEQUILA SILVER JOSE CUERVO 38% 1 LT,SIN CATEGORIA,None,12.00,12,1.00,11.5700,23.1400,138.84,277.68
004625,TEQUILA SILVER JOSE CUERVO 40% 1 LT,SIN CATEGORIA,None,12.00,12,1.00,11.5700,23.1400,138.84,277.68
002603,MR BROWN DE CHOCOLATE BIMBO 65 GR,PANADERIA,nan,149.00,1,149.00,0.9300,1.1900,138.57,177.31
004470,TORTILLA ESPINACA 100% INTEGRAL CRUSTISSIMO 220 GR,PANADERIA,nan,88.00,1,88.00,1.5708,2.7000,138.23,237.60
000115,YOGURT GRIEGO DE FRESA GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,75.00,1,75.00,1.8353,3.2800,137.65,246.00
004540,AGUA MINERAL VIDACTIVA 1.5 LT,BEBIDAS,nan,168.00,12,14.00,0.8192,0.6806,137.62,114.34
004707,ENJUAGUE BUCAL PLAX ICE INFINITY COLGATE 500 ML,CUIDADO PERSONAL,nan,60.00,12,5.00,2.2657,7.2229,135.94,433.38
000432,AJO PELADO 150 GR,FRUVER,nan,140.00,1,140.00,0.9700,1.1900,135.80,166.60
001115,SALCHICHA DE POLLO FIESTA 12 UND,CHARCUTERIA,nan,64.00,8,8.00,2.1109,3.4906,135.10,223.40
000612,DESODORANTE GEL POWDER PROTECT COTTON SECRET 45 GR,SIN CATEGORIA,None,60.00,12,5.00,2.2400,4.7225,134.40,283.35
004909,MALVAVISCOS BOMBONES NAPOLITANO MARSHMALLOWS 225 GR,CONFITERIA,nan,90.00,30,3.00,1.4900,1.9800,134.10,178.20
004068,INSECTICIDA DOBLE ACCION BAYGON 235 ML,SIN CATEGORIA,None,48.00,12,4.00,2.7880,5.2912,133.82,253.98
002071,SALSA PARA PIZZAS ARIAS 490 GR,VIVERES,nan,84.00,12,7.00,1.5786,2.5600,132.60,215.04
002587,CARAMELO CHOCOLATE BIANCHI BOLSA 100 UND,CONFITERIA,nan,90.00,18,5.00,1.4550,3.1995,130.95,287.96
002418,GALLETA RECREO FESTIVAL 648 GR,Galleta,FESTIVAL,96.00,1,96.00,1.3630,4.2412,130.84,407.15
004089,PONQUESITOS DE VAINILLA TRIGO DE ORO 140 GR,SIN CATEGORIA,None,90.00,18,5.00,1.4500,1.9300,130.50,173.70
003981,PERRARINA ADULTO CON POLLO PURINA DOG CHOW 100 GR,MASCOTAS,nan,120.00,15,8.00,1.0850,1.4305,130.20,171.66
005337,TALCO PARA LOS PIES EVERY NIGHT 85 GR,SIN CATEGORIA,EVERYNIGHT,72.00,12,6.00,1.8021,2.7908,129.75,200.94
002950,SAL ROSADA DEL HIMALAYA KALDINI 390 GR,SIN CATEGORIA,None,48.00,6,8.00,2.7031,6.2408,129.75,299.56
002744,MEZCLA PARA TORTA DE VAINILLA WYNCO 400 GR,REPOSTERIA,nan,108.00,12,9.00,1.1946,1.6608,129.02,179.37
001454,MANI SALADO JACKS FRITO LAY 175 GR,SIN CATEGORIA,None,72.00,36,2.00,1.7862,2.5500,128.60,183.60
000247,TE HERBAL CANELA KALDINI 20 UND,BEBIDAS,nan,60.00,12,5.00,2.1300,2.6200,127.80,157.20
005315,GALLETA DE MANTEQUILLA MIX 114 GR WYNCO,CONFITERIA,None,96.00,24,4.00,1.3249,2.5784,127.19,247.53
001449,CHEETOS BOLI QUESO FRITO LAY 150 GR,CONFITERIA,nan,99.00,9,11.00,1.2820,2.1019,126.92,208.09
001551,PAÑAL DE BEBE TALLA G CHICCO 20 UND,SIN CATEGORIA,None,32.00,8,4.00,3.9625,6.5794,126.80,210.54
001565,PUDIN DE VAINILLA MONTALBAN 90 GR,REPOSTERIA,nan,118.00,72,1.64,1.0607,1.3900,125.16,164.02
002707,NECTAR DE DURAZNO SIN AZUCAR VIVO 1 LT,SIN CATEGORIA,None,116.00,12,9.67,1.0789,1.5272,125.15,177.16
004879,COMPOTA COCTEL DE FRUTAS OSOLE S/A 100 GR,SIN CATEGORIA,None,192.00,24,8.00,0.6504,0.6298,124.88,120.91
005002,PAN DE PERRO CRUSTISSIMO 200 GR,PANADERIA,nan,168.00,1,168.00,0.7400,0.6486,124.32,108.97
004737,PAPAS ORIGINAL RUFFLES FRITO LAY 300 GR,SIN CATEGORIA,None,24.00,8,3.00,5.1300,6.5700,123.12,157.68
000113,YOGURT GRIEGO NATURAL GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,74.00,1,74.00,1.6224,2.9000,120.06,214.60
000855,AVENA CON LECHE UHT PARMALAT 1 LT,SIN CATEGORIA,None,120.00,12,10.00,1.0000,3.9569,120.00,474.83
005344,REFRESCO NARANJA GLUP 1 LT,SIN CATEGORIA,None,156.00,12,13.00,0.7683,0.5417,119.86,84.51
005253,PLATANITOKS CON SAL BOMBASTIK 40 GR,CONFITERIA,nan,256.00,64,4.00,0.4680,0.3000,119.81,76.80
005187,SUAVIZANTE CUIDADO SUPRIOR FRESCA PRIMAVERA SUAVITEL 1 LT,SIN CATEGORIA,None,60.00,12,5.00,1.9964,4.9818,119.78,298.91
004887,MINI WAFER DE FRESA TRIGO DE ORO 90 GR,GALLETAS,nan,210.00,30,7.00,0.5700,0.7600,119.70,159.60
000286,WHISKY CLAN MACGREGOR 700 ML,SIN CATEGORIA,None,36.00,12,3.00,3.3211,7.9491,119.56,286.17
003847,CHAMPU EXTRACTO ROMERO CABELLO OSCURO BABY SKIN CHICCO 200 ML,INFANTIL,nan,40.00,10,4.00,2.9886,4.2500,119.54,170.00
004710,DESODORANTE SPRAY SPEED STICK X5 150 ML / 91 GR,SIN CATEGORIA,None,24.00,12,2.00,4.9500,6.6000,118.80,158.40
005316,GALLETA DE MANTEQUILLA MIX 270 GR WYNCO,SIN CATEGORIA,None,48.00,12,4.00,2.4720,5.1619,118.66,247.77
002774,GUISANTES VIDRIO OLE 250 GR,VIVERES,nan,108.00,12,9.00,1.0976,1.9800,118.54,213.84
004696,LIMPIADOR AEROSOL NARANJA PRIDE 360 ML,LIMPIEZA,nan,48.00,12,4.00,2.4600,6.1800,118.08,296.64
000377,TEA ICE RASPBERRY ARIZONA 340 ML,BEBIDAS,nan,90.00,30,3.00,1.3111,1.7200,118.00,154.80
000116,YOGURT GRIEGO DE DURAZNO GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,70.00,1,70.00,1.6827,3.2800,117.79,229.60
002779,SALSA DE TOMATE PIZZA OLE 340 GR,VIVERES,nan,104.00,24,4.33,1.1307,1.5100,117.59,157.04
002556,CARAMELO XTREME MORA AZUL CHAO 100 UND,CONFITERIA,nan,96.00,24,4.00,1.2200,2.6300,117.12,252.48
002553,CARAMELO XTREME EUCALYPTUS CHAO 100 UND,CONFITERIA,nan,96.00,24,4.00,1.2200,2.6600,117.12,255.36
002831,MEZCLA PARA TORTA BRIGADEIRO RENATA 400 GR,REPOSTERIA,nan,96.00,12,8.00,1.2039,1.9300,115.57,185.28
003508,PASTA RIGATONI SINDONI 500 GR,SIN CATEGORIA,None,120.00,12,10.00,0.9598,1.0300,115.17,123.60
002640,GEL FIJADOR AZUL ROLDA 250 GR,SIN CATEGORIA,None,84.00,1,84.00,1.3695,4.4612,115.04,374.74
004942,DETERGENTE EN POLVO ACE 400 GR,SIN CATEGORIA,None,96.00,24,4.00,1.1868,1.5508,113.94,148.88
004797,AFEITADORA MACH3 GILLETTE 37 GR,CUIDADO PERSONAL,nan,60.00,30,2.00,1.8950,5.2700,113.70,316.20
003797,YOGURT GRIEGO DE MORA GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,65.00,1,65.00,1.7461,3.2800,113.50,213.20
003838,GATARINA GATICOS MIRRINGO 500 GR,SIN CATEGORIA,None,100.00,20,5.00,1.1273,3.1990,112.73,319.90
003467,SALSA PARA PASTA NAPOLITANA IBERIA 190 GR,VIVERES,nan,72.00,24,3.00,1.5500,1.9100,111.60,137.52
003388,PURE DE TOMATE HEINZ 490 GR,VIVERES,nan,60.00,12,5.00,1.8400,3.1500,110.40,189.00
000291,WHISKY WILLIAM LAWSONS 1 LT,SIN CATEGORIA,None,12.00,12,1.00,9.1200,17.6333,109.44,211.60
002581,CARAMELO MALTEADA DE CHOCOLATE BIANCHI 55 GR,CONFITERIA,nan,312.00,24,13.00,0.3500,0.7300,109.20,227.76
003863,MANI JAPONES BOKADOS SALADO MUNCHY 170 GR,CONFITERIA,nan,80.00,20,4.00,1.3650,2.1300,109.20,170.40
002745,MEZCLA PARA TORTA DE CHOCOLATE WYNCO 400 GR,REPOSTERIA,nan,96.00,12,8.00,1.1345,1.6618,108.91,159.53
001550,PAÑAL DE BEBE TALLA M CHICCO 20 UND,SIN CATEGORIA,None,32.00,8,4.00,3.4000,6.1202,108.80,195.85
